id,signup_method,gender,age,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser,booking,treatment,total_actions,unique_actions,total_secs_elapsed,avg_secs_per_action
69eca8pqk0,facebook,MALE,33.0,en,content,google,Web,Windows Desktop,Firefox,0,0,50,8,305643.0,6237.6122448979595
mcuixupc49,facebook,FEMALE,52.0,en,api,other,iOS,iPhone,-unknown-,0,1,489,18,6205379.0,12664.038775510204
u7lspsqr3t,basic,MALE,31.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,46,24,2309504.0,48114.666666666664
ve455rzjpy,facebook,MALE,34.0,fr,api,other,Android,Other/Unknown,-unknown-,0,0,324,17,1903503.0,5893.198142414861
9g2jesxrnn,facebook,MALE,29.0,en,seo,google,Web,iPad,Mobile Safari,0,0,5,4,695094.0,173773.5
za9uov0mke,facebook,MALE,42.0,en,seo,google,Web,Windows Desktop,Chrome,0,0,9,8,164937.0,16493.7
p428x78tyr,facebook,MALE,49.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,56,16,2882937.0,52417.03636363636
atv53px6vq,facebook,FEMALE,30.0,en,api,other,iOS,Other/Unknown,-unknown-,0,1,3,3,256.0,128.0
vokqnbo79f,facebook,MALE,43.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,6,4,22175.0,4435.0
kf69azvkrd,facebook,MALE,39.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,8,3,3140.0,448.57142857142856
du3pp9csti,basic,MALE,38.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,13,7,424239.0,32633.76923076923
fkhij5kujp,facebook,FEMALE,21.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,3,3,71255.0,35627.5
aeg5x39bsa,facebook,FEMALE,28.0,en,api,other,iOS,iPad,-unknown-,0,1,9,8,5580.0,697.5
a6ubow7abb,basic,MALE,33.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,346,14,3923043.0,11371.139130434784
0n08nxxnq0,basic,FEMALE,55.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,12,10,233196.0,21199.636363636364
kto9ybgvnv,basic,MALE,54.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,80,36,1930274.0,24128.425
0mj2n4z537,basic,MALE,37.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,112,45,4566257.0,40054.88596491228
qahqej0xn4,facebook,MALE,24.0,en,api,other,Moweb,iPhone,Chrome Mobile,1,0,30,7,2183962.0,70450.3870967742
p6zmg6cy53,facebook,MALE,39.0,en,other,padmapper,Web,Windows Desktop,Chrome,0,0,42,12,323350.0,7698.809523809524
z7te7g1air,basic,FEMALE,59.0,en,sem-brand,google,Web,Mac Desktop,Firefox,0,0,325,50,12539212.0,38701.27160493827
fo8y1zgjap,facebook,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,11,7,429037.0,35753.083333333336
km6nfgiv9n,facebook,MALE,40.0,fr,api,other,iOS,Other/Unknown,-unknown-,0,1,3,3,308.0,154.0
yj3fkvxob9,facebook,MALE,28.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,27,15,2280205.0,84452.03703703704
jsw6efxt13,basic,FEMALE,24.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,164,17,2854367.0,17511.453987730063
56il3dlb84,basic,MALE,32.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,30,14,664024.0,22897.379310344822
dw544k762w,basic,FEMALE,36.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,10,7,167977.0,18664.11111111111
g8kewqkbui,basic,MALE,35.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,90,30,2619096.0,29428.044943820223
d9m7y3ypv4,basic,MALE,26.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,67,24,2446629.0,36516.850746268654
jtswy77hkw,basic,MALE,33.0,en,api,other,Android,Other/Unknown,-unknown-,1,0,101,12,1518902.0,15189.02
k91zoqi7o2,basic,MALE,32.0,en,direct,direct,Web,iPad,Chrome Mobile,1,0,77,35,2858507.0,36647.52564102564
nakg29bmyr,facebook,MALE,36.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,8,6,281300.0,35162.5
r6jyrxsb5z,basic,MALE,36.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,92,29,4872712.0,52964.260869565216
xey29rymlj,facebook,FEMALE,28.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,49,14,956766.0,19135.32
z5xoxx5z5l,facebook,MALE,21.0,en,api,other,iOS,Mac Desktop,Safari,1,1,3,3,615.0,307.5
jlzpc43qiz,facebook,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,IE,0,0,17,10,261688.0,14538.222222222224
lnuydjv59x,facebook,FEMALE,24.0,de,api,other,iOS,iPhone,Mobile Safari,1,1,3,3,949776.0,316592.0
8l7zky3942,basic,FEMALE,48.0,en,direct,direct,Web,Windows Desktop,IE,1,0,142,26,4351416.0,30643.774647887323
5kj9qbd85v,basic,FEMALE,61.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,86,17,2319415.0,27287.235294117647
3hy9yi6hi8,basic,MALE,21.0,zh,direct,direct,Web,Mac Desktop,Safari,1,0,289,25,4953372.0,17080.593103448275
r5qyzqm6e9,basic,MALE,25.0,en,api,other,Android,Other/Unknown,-unknown-,0,0,113,9,953584.0,8514.142857142857
56k2j81zv6,basic,FEMALE,25.0,en,sem-brand,google,Web,Mac Desktop,Firefox,1,0,99,37,3610131.0,36465.969696969696
fdeey47mch,facebook,FEMALE,26.0,en,api,other,iOS,iPhone,Mobile Safari,0,1,7,6,67659.0,11276.5
l3y5x8vugi,facebook,FEMALE,64.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,53,16,2719982.0,52307.34615384616
5y4aannvrn,basic,MALE,26.0,en,direct,direct,iOS,iPad,Mobile Safari,0,1,86,10,1307865.0,15386.64705882353
4i84im56h2,basic,FEMALE,24.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,41,21,2966899.0,72363.39024390244
09305vitud,basic,MALE,27.0,en,direct,direct,Web,Desktop (Other),Chrome,1,0,610,40,7363953.0,12091.87684729064
8urmt53buk,facebook,MALE,27.0,en,seo,facebook,Web,Mac Desktop,Safari,1,0,67,29,4161450.0,62111.19402985075
g66s8poshw,facebook,FEMALE,31.0,en,api,other,iOS,iPhone,-unknown-,0,1,3,3,289.0,144.5
4wvo0rl1we,basic,MALE,49.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,6,6,313929.0,52321.5
6bcievxopy,basic,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,301,45,3631090.0,11983.795379537954
6h1twkiswn,basic,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,195,21,1753076.0,8853.919191919193
gme5mrgo3o,basic,FEMALE,67.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,29,12,1525536.0,54483.42857142857
wqqljy5tpd,facebook,FEMALE,41.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,88,17,3399864.0,37776.26666666667
1644rpxj8k,facebook,FEMALE,24.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,68,10,522486.0,7798.298507462687
40olwlese4,basic,MALE,62.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,46,23,2450495.0,53271.63043478261
lrn316zeij,facebook,MALE,42.0,en,content,google,Web,Windows Desktop,Chrome,0,0,2,2,281.0,281.0
p1zg2w21gs,basic,MALE,31.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,76,32,2858821.0,38117.613333333335
ma53nsccwi,facebook,MALE,39.0,en,api,other,Web,Mac Desktop,Chrome,0,0,7,5,30295.0,5049.166666666667
zlv8f1qg2g,basic,MALE,35.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,68,13,1155388.0,17244.597014925374
55iwc2jbzr,facebook,MALE,35.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,288,25,3032210.0,10528.506944444443
2tpyj8s9wh,basic,MALE,43.0,en,api,other,Android,Other/Unknown,-unknown-,1,0,44,11,545855.0,12694.302325581397
qmt63cmgsx,basic,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,14,10,271344.0,20872.615384615383
dng94utqm1,basic,FEMALE,44.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,76,15,863206.0,11509.413333333334
vmpxmoqzc5,facebook,MALE,35.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,6,6,608687.0,121737.4
woy4x73nen,basic,FEMALE,49.0,en,other,other,Web,Windows Desktop,IE,0,0,204,32,6967722.0,34323.75369458128
mnhfir0ltz,basic,FEMALE,36.0,en,sem-non-brand,google,Web,Mac Desktop,Chrome,1,0,91,14,1228897.0,13504.362637362638
dz0tzcu3ri,facebook,MALE,26.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,2,2,9995.0,9995.0
9bxt6nvxtg,facebook,MALE,37.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,8,6,660311.0,94330.14285714286
erlamwz51w,basic,MALE,23.0,de,direct,direct,Web,iPhone,Mobile Safari,1,0,14,7,55162.0,3940.142857142858
srykgkylee,facebook,MALE,32.0,en,api,other,iOS,iPhone,-unknown-,1,1,3,3,246.0,123.0
4db6594ely,facebook,FEMALE,33.0,en,direct,direct,Web,Windows Desktop,IE,0,0,23,11,271940.0,11823.478260869566
33uuxcix7t,facebook,FEMALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,36,13,1262854.0,36081.54285714286
c9wi907yp2,basic,FEMALE,33.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,57,11,992537.0,17723.875
ty441wjob4,facebook,MALE,25.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,40,22,1737256.0,43431.4
x9aumvdbdv,facebook,FEMALE,29.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,58,10,799758.0,14030.842105263158
v0luv8hwn9,facebook,FEMALE,32.0,ko,direct,direct,Web,Windows Desktop,Chrome,1,0,36,12,1080126.0,30003.5
ozkntt3ui8,basic,MALE,25.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,52,12,476760.0,9348.235294117649
u6wmqqelc9,basic,MALE,32.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,89,20,2091795.0,23770.397727272728
yvfurr9eyz,facebook,MALE,20.0,de,api,other,Android,Other/Unknown,-unknown-,0,0,148,9,1565983.0,10652.945578231293
hkhhgft380,facebook,MALE,28.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,49,24,3370873.0,68793.32653061225
8toiy3soy4,facebook,MALE,19.0,pl,api,other,iOS,Mac Desktop,Safari,1,1,3,3,95374.0,31791.333333333332
bfyq4fiukb,basic,FEMALE,24.0,fr,sem-brand,google,Web,Windows Desktop,Firefox,1,0,28,17,1386759.0,49527.107142857145
45htyoa8m1,facebook,FEMALE,25.0,zh,content,google,Web,Mac Desktop,Chrome,0,0,4,4,33864.0,11288.0
jn8pbvphlw,basic,MALE,30.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,28,18,573862.0,19788.344827586207
hqt5pelrer,basic,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,15,10,192860.0,12857.333333333334
fmcn5ps23k,basic,MALE,19.0,en,direct,direct,iOS,iPhone,Mobile Safari,1,1,76,15,4908323.0,65444.306666666664
b9by313rdf,facebook,FEMALE,45.0,en,seo,facebook,Web,Windows Desktop,Chrome,0,0,13,8,487778.0,40648.166666666664
u1jbzzxi9w,basic,MALE,32.0,en,direct,direct,iOS,iPhone,Mobile Safari,1,1,18,17,3142000.0,157100.0
bz9rxj73yl,basic,FEMALE,30.0,en,direct,direct,Web,Windows Desktop,IE,1,0,21,16,3068250.0,139465.9090909091
lk52oyb4n0,basic,FEMALE,26.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,1,0,30,11,2041705.0,70403.62068965517
wp34bgg84z,basic,FEMALE,35.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,76,19,1290591.0,16981.46052631579
1e3bt8pbbf,facebook,FEMALE,36.0,es,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,193,13,4148914.0,21608.927083333332
jcllabp5k0,basic,MALE,37.0,en,sem-brand,google,Web,Mac Desktop,Firefox,1,0,38,22,1437611.0,37831.86842105263
kx3u4zmh5x,facebook,MALE,30.0,en,direct,direct,Web,iPhone,Mobile Safari,0,0,24,10,881715.0,38335.434782608696
bx0hksjkh3,facebook,MALE,42.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,51,30,1868871.0,36644.529411764706
yx2spclr9g,facebook,MALE,23.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,201,22,4593256.0,22515.960784313724
rstdvh8vbc,facebook,MALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,29,21,2441839.0,84201.3448275862
5xjo6t0ij9,basic,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,109,34,3341778.0,30658.51376146789
a07pidil8m,facebook,MALE,45.0,en,api,other,iOS,Windows Desktop,Firefox,0,1,3,3,1067.0,533.5
r23dvuejj6,facebook,FEMALE,23.0,fr,api,other,iOS,iPhone,Mobile Safari,1,1,3,3,695.0,347.5
d34fucq4zv,facebook,MALE,31.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,16,8,936826.0,62455.066666666666
pbc0opr27f,basic,MALE,35.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,20,13,2936669.0,139841.38095238095
m6wq6n3ucs,basic,FEMALE,25.0,en,seo,facebook,Web,Windows Desktop,Firefox,0,0,31,9,1237299.0,41243.3
jn4z4sxnj3,basic,MALE,62.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,51,6,1734541.0,34690.82
obp2xqhlou,basic,MALE,28.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,92,35,2586939.0,28118.902173913044
3d904vjqk3,basic,FEMALE,27.0,en,direct,direct,Moweb,Other/Unknown,-unknown-,1,0,132,16,2931282.0,22376.19847328244
owdxbhhodx,facebook,FEMALE,32.0,zh,seo,facebook,Web,iPad,Mobile Safari,0,0,60,12,613673.0,9588.640625
0lbc1mjaoy,basic,MALE,32.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,13,7,958562.0,73735.53846153847
1hsyddwbbl,basic,FEMALE,43.0,en,seo,bing,Web,Windows Desktop,IE,0,0,228,30,9946328.0,41616.43514644352
f2ru9enlpc,basic,FEMALE,36.0,en,sem-brand,google,Web,Windows Desktop,IE,1,0,12,9,1117659.0,93138.25
70juyqewpi,facebook,MALE,22.0,en,api,other,iOS,Mac Desktop,Safari,0,1,229,11,2243174.0,9838.482456140351
nhvlszecio,basic,FEMALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,69,13,1016368.0,14946.588235294115
lphydahrms,basic,FEMALE,24.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,40,10,237947.0,6101.205128205128
ey3nn4kes0,facebook,FEMALE,27.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,69,17,1525662.0,22436.20588235294
wg8p1mnqaf,basic,MALE,26.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,6,5,340541.0,68108.2
la2x7qn223,facebook,FEMALE,33.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,7,5,148447.0,24741.166666666668
vnfnrya1ja,basic,FEMALE,34.0,en,direct,direct,iOS,Mac Desktop,Safari,1,1,2,2,822000.0,822000.0
oo8dua0a8x,facebook,FEMALE,30.0,en,sem-non-brand,google,Web,Mac Desktop,Safari,0,0,27,8,384606.0,14792.53846153846
1nopuh60hr,facebook,MALE,37.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,71,13,235915.0,3370.214285714286
x04fkf40pw,facebook,MALE,24.0,en,content,google,Web,Windows Desktop,Chrome,0,0,12,9,1490905.0,124242.08333333331
nww08u1c08,basic,FEMALE,22.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,52,27,974244.0,18735.46153846154
jzkbk40w1q,basic,MALE,34.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,116,21,2042803.0,17763.50434782609
2rnlwdag8s,basic,FEMALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,97,24,2334706.0,23823.530612244896
eaplaw9qea,facebook,MALE,27.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,349,25,7502498.0,21193.49717514124
33jwb3h14j,basic,MALE,33.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,47,22,1215813.0,25868.36170212766
kstlrfgypf,facebook,FEMALE,34.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,20,10,1158939.0,60996.78947368421
vseq50f3xx,facebook,MALE,29.0,en,api,other,iOS,Mac Desktop,Safari,0,1,3,3,755.0,377.5
cimpz2jqdt,basic,FEMALE,34.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,12,8,1949597.0,177236.0909090909
mrsbt5pb9l,facebook,MALE,41.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,140,31,5408618.0,38632.985714285714
ou5h9wlmbq,facebook,FEMALE,55.0,en,other,other,Web,Windows Desktop,Firefox,1,0,14,11,1811545.0,139349.61538461538
4x8jx3zs4r,basic,FEMALE,42.0,en,seo,facebook,Web,Windows Desktop,Firefox,0,0,2,2,5297.0,5297.0
ydovguixoh,basic,MALE,30.0,en,direct,direct,Web,Windows Desktop,IE,1,0,53,17,1242083.0,23886.21153846154
huw3zl08hx,facebook,MALE,30.0,en,content,google,Web,Mac Desktop,Safari,0,0,6,4,206475.0,41295.0
7nxqiz87iw,facebook,FEMALE,29.0,en,sem-brand,google,Web,Windows Desktop,Firefox,0,0,49,15,337669.0,7034.770833333333
vrgc1ic5x0,basic,MALE,63.0,en,other,other,Web,iPad,Mobile Safari,1,0,3,3,15732.0,7866.0
xt9cct3ose,basic,MALE,29.0,es,direct,direct,Web,Mac Desktop,Safari,1,0,219,29,6816158.0,31124.00913242009
2dki9pbssk,basic,FEMALE,26.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,24,18,880811.0,36700.458333333336
u570nh79o3,basic,FEMALE,47.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,25,18,2203804.0,88152.16
hvo6ld695d,facebook,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,98,26,4745147.0,46981.653465346535
adfpuev8aj,facebook,MALE,36.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,109,32,1324928.0,12155.302752293575
0hiz56zwb3,facebook,MALE,30.0,en,api,other,iOS,Mac Desktop,Chrome,1,1,24,16,1001122.0,41713.416666666664
sbnq7cfkne,facebook,FEMALE,25.0,en,api,other,iOS,Windows Desktop,Firefox,0,1,3,3,638.0,319.0
hdmyr3vzui,facebook,FEMALE,39.0,en,api,other,iOS,Other/Unknown,-unknown-,0,1,10,4,1242287.0,138031.88888888888
bjgqxy762u,facebook,FEMALE,34.0,en,api,other,iOS,Mac Desktop,Firefox,1,1,3,3,4469.0,2234.5
uymfe3nch8,basic,MALE,24.0,en,direct,direct,iOS,iPhone,Mobile Safari,1,1,6,5,99400.0,19880.0
v1iey90tml,basic,FEMALE,25.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,36,22,3065909.0,85164.13888888889
0t97dvqtbv,facebook,MALE,50.0,en,direct,direct,Web,Android Tablet,IE,0,0,2,2,935.0,935.0
4dxyj7lsz1,basic,MALE,39.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,15,11,800007.0,53333.8
ro2elbl7cr,basic,FEMALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,63,26,2617052.0,40891.4375
6v6qhpij0q,basic,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,234,32,3505263.0,14605.2625
g1xli2n17e,facebook,MALE,30.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,19,12,1820566.0,101142.55555555556
x6icfatdhc,facebook,FEMALE,34.0,en,sem-brand,google,Web,Windows Desktop,IE,1,0,8,7,75989.0,9498.625
4irwqygq3a,basic,MALE,52.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,21,12,700721.0,33367.666666666664
75gp9o5fle,basic,MALE,53.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,86,16,2719611.0,31623.383720930233
2u476hc4t6,facebook,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,209,15,2243126.0,10784.259615384615
11ooqi06ry,facebook,MALE,55.0,en,direct,direct,Web,Windows Desktop,IE,0,0,17,13,572123.0,33654.294117647056
joih31nwje,basic,MALE,50.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,94,15,2604899.0,28009.666666666668
79i5ni6m0p,facebook,FEMALE,39.0,fr,direct,direct,Web,iPhone,Mobile Safari,0,0,2,2,1904.0,1904.0
neft46cguu,facebook,MALE,46.0,en,other,other,Web,Mac Desktop,Safari,0,0,11,8,657814.0,54817.833333333336
pgz5wz60jf,facebook,FEMALE,39.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,94,11,607989.0,6537.5161290322585
el4b1appfz,basic,FEMALE,26.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,18,12,439301.0,24405.61111111111
0tiqwh4ui7,basic,FEMALE,25.0,en,seo,google,Web,Desktop (Other),Chrome,1,0,50,23,2827758.0,56555.16
2mimi9vpd7,facebook,MALE,33.0,en,sem-non-brand,google,Web,Mac Desktop,Safari,0,0,6,5,33907.0,6781.4
dcg9i0mjs5,basic,FEMALE,31.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,22,15,3607377.0,156842.47826086957
q9b94holbh,basic,MALE,46.0,en,direct,direct,iOS,Mac Desktop,Safari,0,1,2,2,46.0,46.0
rgxarm3tux,facebook,FEMALE,26.0,en,api,other,Android,Other/Unknown,-unknown-,1,0,143,10,1082488.0,7623.154929577465
6kgs23kjyd,basic,FEMALE,42.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,37,24,1404953.0,39026.47222222222
ffcejy1e6g,facebook,FEMALE,23.0,en,direct,direct,Web,Desktop (Other),Chrome,0,0,110,13,1670580.0,15326.422018348623
j9zw4wlpek,basic,FEMALE,26.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,85,21,3657594.0,43542.78571428572
mnz3nr41ru,basic,FEMALE,32.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,24,5,371864.0,16168.0
q1c4xpa6du,facebook,FEMALE,36.0,en,content,google,Web,Windows Desktop,Chrome,0,0,10,6,67498.0,7499.777777777777
jgyea6d45h,facebook,FEMALE,31.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,2,2,5615.0,5615.0
bvy8s7g7co,facebook,FEMALE,23.0,en,api,other,iOS,iPhone,Mobile Safari,1,1,3,3,130935.0,43645.0
sjecbinecs,basic,MALE,26.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,58,13,672180.0,11792.631578947368
knpsi1ys2k,facebook,FEMALE,20.0,en,api,other,iOS,iPhone,-unknown-,0,1,3,3,185.0,92.5
45oq5vh8i0,facebook,MALE,40.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,33,12,492193.0,14914.939393939394
weztelybht,facebook,FEMALE,21.0,en,api,other,iOS,iPhone,-unknown-,0,1,3,3,216.0,108.0
vp5j1cdrby,basic,FEMALE,32.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,69,13,1017000.0,14528.57142857143
57sbl5mls2,facebook,MALE,21.0,en,api,other,iOS,Other/Unknown,-unknown-,1,1,3,3,655.0,327.5
6funpgb36j,facebook,FEMALE,27.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,50,18,2405033.0,48100.66
13g2mj0m3c,facebook,MALE,32.0,en,api,other,iOS,Windows Desktop,Chrome,0,1,4,4,1262137.0,210356.16666666663
vze1rdnzbd,basic,MALE,44.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,127,16,2208430.0,17527.222222222223
zwgxv8daxs,facebook,MALE,32.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,14,8,173256.0,12375.42857142857
oe057qwcnm,facebook,MALE,22.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,470,17,2823032.0,6019.257995735607
frtffi063z,basic,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,97,11,1853577.0,19308.09375
fvthi95ggm,basic,FEMALE,56.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,157,16,4788610.0,30696.21794871795
aw06w7rqrz,facebook,MALE,35.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,19,6,859814.0,42990.7
dbag65elso,basic,FEMALE,39.0,es,direct,direct,Web,Mac Desktop,Safari,1,0,33,25,1518011.0,44647.382352941175
fxydrysqx5,facebook,FEMALE,33.0,en,api,other,iOS,iPhone,Mobile Safari,1,1,3,3,640.0,320.0
ucc9u3i5wc,facebook,MALE,38.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,26,7,980131.0,39205.24
ohndwr9xi3,basic,FEMALE,26.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,183,43,4800156.0,25946.78918918919
71sg4ihel8,facebook,FEMALE,47.0,en,api,other,iOS,Mac Desktop,Safari,0,1,3,3,627.0,313.5
snsbx2q9gc,facebook,MALE,26.0,en,content,google,Web,Mac Desktop,Chrome,0,0,9,6,42940.0,5367.5
fia0l94cwo,facebook,FEMALE,31.0,en,api,other,iOS,iPhone,-unknown-,0,1,3,3,1143.0,571.5
sjsvv05wkr,basic,FEMALE,25.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,117,40,6355043.0,54316.60683760683
iycaqdp9jz,facebook,FEMALE,22.0,en,content,google,Web,Windows Desktop,Chrome,0,0,19,6,903219.0,50178.833333333336
o7tqcmkzuk,basic,FEMALE,32.0,en,seo,google,Web,Mac Desktop,Chrome,1,0,56,17,4019589.0,70519.1052631579
iibrs0w2ji,facebook,FEMALE,59.0,en,sem-brand,google,Web,iPad,Mobile Safari,1,0,29,15,3142787.0,112242.39285714286
099pbqsgho,basic,FEMALE,50.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,26,16,1747081.0,60244.1724137931
8om84hokf9,facebook,MALE,44.0,en,api,other,iOS,Windows Desktop,Chrome,0,1,3,3,187.0,93.5
cpnrn3qy4x,basic,MALE,24.0,en,direct,direct,iOS,iPad,-unknown-,0,1,807,12,2362187.0,2930.753101736973
ffqcfm37k8,facebook,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,185,15,2006723.0,10906.103260869566
l0ftyesr9j,basic,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,IE,1,0,31,16,451492.0,15049.733333333334
boo7vk0frg,facebook,FEMALE,40.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,4,4,1468.0,489.3333333333333
xhm0u1w81e,facebook,MALE,32.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,24,20,391672.0,17029.217391304348
c1vmqstry6,basic,FEMALE,32.0,en,direct,direct,Moweb,iPad,Mobile Safari,1,0,7,5,238562.0,39760.333333333336
tc861dj35q,facebook,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,5,3,4718.0,1179.5
xbwsfti2wo,facebook,MALE,27.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,30,16,510684.0,17022.8
t7ugnxevn2,facebook,MALE,24.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,55,12,442776.0,8199.555555555555
mllokbg9or,facebook,FEMALE,40.0,en,api,other,iOS,iPhone,-unknown-,0,1,3,3,240.0,120.0
rqkr2rzwcd,basic,FEMALE,30.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,76,14,3574151.0,47655.346666666665
